12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,12,12,12
12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,12,12,12
12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,12,12,12
12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,12,12,12
12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,12,12,12
12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,12,12,12
12,12,12,3,4,4,4,4,4,4,4,4,4,4,4,4,5,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
